seq_name,time_anno,ann_frames,vid_frames,dataset,split
b1a8a404ad,"{'1': [[0, 28]], '2': [[0, 28]], '3': [[0, 28]], '4': [[0, 28]], '5': [[0, 28]], '6': [[0, 28]]}",29,29,ytvos,test
b3b92781d9,"{'1': [[0, 19], [23, 35]], '2': [[5, 35]]}",36,36,ytvos,test
b8f2da917b,"{'1': [[0, 35]]}",36,36,ytvos,test
b36b97da28,"{'1': [[0, 35]], '2': [[0, 35]]}",36,36,ytvos,test
b48dbef3cb,"{'1': [[0, 19]]}",20,20,ytvos,test
b58a97176b,"{'1': [[0, 29]]}",30,30,ytvos,test
b175cd8138,"{'1': [[0, 18]]}",19,19,ytvos,test
b5514f75d8,"{'1': [[0, 28]], '2': [[0, 28]], '3': [[0, 28]]}",29,29,ytvos,test
b005747fee,"{'1': [[0, 28]], '2': [[0, 28]]}",29,29,ytvos,test
bae722c3bb,"{'1': [[0, 29]]}",30,30,ytvos,test
bbbcd58d89,"{'1': [[0, 28]], '2': [[0, 28]]}",29,29,ytvos,test
bc9ba8917e,"{'1': [[0, 35]]}",36,36,ytvos,test
bd1b5d9373,{},20,20,ytvos,test
be0daed38a,"{'1': [[0, 35]], '2': [[0, 35]]}",36,36,ytvos,test
bf4cc89b18,"{'1': [[0, 29]], '2': [[0, 14], [18, 29]], '3': [[0, 2], [6, 29]]}",30,30,ytvos,test
bf94d70fe6,"{'1': [[0, 8], [12, 16]], '2': [[12, 18]]}",20,20,ytvos,test
c2bbd6d121,"{'1': [[0, 29]]}",30,30,ytvos,test
c4efecb3d8,"{'1': [[0, 26]]}",36,36,ytvos,test
c5913cb931,"{'2': [[0, 5], [25, 35]], '1': [[0, 5], [10, 16], [20, 35]]}",36,36,ytvos,test
cc1a82ac2a,"{'1': [[0, 9], [10, 35]]}",36,36,ytvos,test
cc4e552d33,"{'1': [[0, 29]]}",30,30,ytvos,test
cd896a9bee,"{'1': [[11, 15], [22, 29]], '2': [[0, 2], [14, 29]]}",30,30,ytvos,test
cd69993923,"{'1': [[0, 17]]}",18,18,ytvos,test
cdcfd9f93a,"{'1': [[0, 19]]}",20,20,ytvos,test
ce90dac146,"{'1': [[0, 35]], '2': [[0, 35]]}",36,36,ytvos,test
d1ac0d8b81,"{'1': [[0, 35]], '2': [[0, 35]]}",36,36,ytvos,test
d1dd586cfd,"{'1': [[0, 28]], '2': [[0, 28]]}",29,29,ytvos,test
d2df38e6fb,{},19,19,ytvos,test
d3e3775402,"{'1': [[0, 28]]}",29,29,ytvos,test
d07e930093,"{'3': [[13, 29]], '2': [[5, 27]], '1': [[6, 8], [19, 22]]}",30,30,ytvos,test
d9b02f8fb3,"{'1': [[0, 35]]}",36,36,ytvos,test
d32eb24b4b,"{'1': [[0, 24]]}",25,25,ytvos,test
d051af3bd0,"{'1': [[0, 29]], '2': [[0, 29]]}",30,30,ytvos,test
d76ee8fa19,"{'2': [[0, 22]], '1': [[0, 28]]}",29,29,ytvos,test
d7529458c6,"{'1': [[0, 18]], '2': [[0, 18]], '3': [[0, 18]]}",19,19,ytvos,test
d69812339e,"{'1': [[0, 19]], '2': [[0, 19]], '3': [[0, 19]]}",20,20,ytvos,test
dab44991de,{},36,36,ytvos,test
dc197289ef,"{'1': [[0, 18]]}",19,19,ytvos,test
dc80909282,"{'1': [[0, 35]]}",36,36,ytvos,test
ddad47a408,"{'1': [[0, 29], [0, 29]], '2': [[0, 29], [0, 29]]}",30,30,ytvos,test
dea0160a12,"{'1': [[0, 35]], '2': [[0, 35]]}",36,36,ytvos,test
deed0ab4fc,"{'1': [[0, 28]]}",29,29,ytvos,test
df4750a8fe,"{'1': [[9, 29]]}",30,30,ytvos,test
e3b7297be4,"{'1': [[2, 19]], '2': [[0, 19]]}",20,20,ytvos,test
e5a7bc718e,{},20,20,ytvos,test
e24bcc1f3a,"{'1': [[2, 3], [11, 28]]}",29,29,ytvos,test
e027ebc228,"{'1': [[0, 35]], '2': [[0, 35]]}",36,36,ytvos,test
e633eec195,"{'1': [[0, 19]]}",20,20,ytvos,test
e765959dd4,"{'1': [[0, 19]], '2': [[0, 19]]}",20,20,ytvos,test
e1925724ab,"{'1': [[27, 35]], '2': [[0, 35]]}",36,36,ytvos,test
e240329447,"{'1': [[0, 35]], '2': [[0, 35]]}",36,36,ytvos,test
eac28d985f,"{'1': [[0, 19]], '2': [[18, 19]]}",20,20,ytvos,test
eb49ce8027,"{'1': [[0, 17], [27, 35]]}",36,36,ytvos,test
eb263ef128,"{'4': [[0, 35]], '3': [[0, 35]], '2': [[0, 35]], '1': [[22, 25]]}",36,36,ytvos,test
ebe7138e58,"{'1': [[0, 7]]}",8,8,ytvos,test
ec7cd942e3,"{'1': [[0, 35]], '2': [[0, 35]], '3': [[13, 31]]}",36,36,ytvos,test
ed316ec1af,"{'1': [[0, 35]]}",36,36,ytvos,test
ee9415c553,{},29,29,ytvos,test
eea1a45e49,"{'1': [[0, 18]], '2': [[0, 18]]}",19,19,ytvos,test
eeb18f9d47,"{'1': [[0, 18]], '2': [[0, 18]], '3': [[0, 18]]}",19,19,ytvos,test
f2a45acf1c,"{'1': [[0, 35]], '2': [[0, 35]], '3': [[0, 35]]}",36,36,ytvos,test
f3b90a0f87,"{'1': [[0, 18]], '2': [[0, 18]]}",19,19,ytvos,test
f6ed698261,"{'1': [[0, 35]]}",36,36,ytvos,test
f7f23d556a,"{'1': [[0, 35]]}",36,36,ytvos,test
f054e28786,"{'1': [[0, 35]], '2': [[14, 35]]}",36,36,ytvos,test
f78b3f5f34,"{'1': [[0, 35]]}",36,36,ytvos,test
f143fede6f,"{'1': [[0, 18]], '2': [[0, 18]], '3': [[0, 18]]}",19,19,ytvos,test
f7255a57d0,"{'1': [[0, 19]], '2': [[0, 19]], '3': [[0, 19]]}",20,20,ytvos,test
f9087a5a0c,"{'3': [[0, 35]], '2': [[0, 35]], '1': [[0, 35]]}",36,36,ytvos,test
f3678388a7,"{'1': [[0, 6]], '2': [[0, 6]]}",7,7,ytvos,test
f58212429d,"{'1': [[0, 13], [16, 28]], '2': [[0, 28]]}",29,29,ytvos,test
fab725059c,"{'1': [[0, 28]]}",29,29,ytvos,test
fd8cf868b2,"{'1': [[0, 35]]}",36,36,ytvos,test
fdd821595c,"{'1': [[0, 35]], '2': [[0, 35]]}",36,36,ytvos,test
fe18f806fb,"{'1': [[5, 8], [14, 16]], '2': [[24, 26], [29, 31]]}",36,36,ytvos,test
ff6eb95840,"{'1': [[0, 35]]}",36,36,ytvos,test
ffd7c15f47,"{'1': [[0, 14]], '2': [[0, 14]]}",15,15,ytvos,test
0b4b662c,"{'1': [[0, 73]], '2': [[0, 73]], '3': [[0, 60], [69, 73]]}",74,74,ovis,train
0b5e5d29,"{'1': [[0, 41]], '2': [[0, 26]], '3': [[0, 30], [34, 37]], '4': [[0, 5], [12, 41]], '5': [[0, 8], [15, 41]], '6': [[0, 27]], '7': [[0, 41]]}",42,42,ovis,train
0b27d5f7,"{'1': [[0, 53]], '2': [[0, 53]], '3': [[0, 53]], '4': [[0, 53]], '5': [[5, 53]], '6': [[11, 21], [25, 53]]}",54,54,ovis,train
0b99f522,"{'1': [[0, 29]], '2': [[0, 29]]}",30,30,ovis,train
0b02886a,"{'1': [[0, 29]], '2': [[0, 29]], '3': [[0, 29]]}",30,30,ovis,train
0b787263,"{'1': [[0, 69]], '2': [[8, 69]], '3': [[30, 43], [57, 61], [68, 69]]}",70,70,ovis,train
0c13e1e7,"{'1': [[0, 35]], '2': [[0, 26], [30, 35]]}",36,36,ovis,train
0d1fe009,"{'1': [[0, 178]], '2': [[0, 178]]}",179,179,ovis,train
0d876a65,"{'1': [[0, 54]], '2': [[0, 31], [36, 48], [51, 54]]}",55,55,ovis,train
0d967fd1,"{'1': [[0, 65]], '2': [[0, 65]], '3': [[0, 65]], '4': [[0, 65]], '5': [[0, 65]], '6': [[0, 65]], '7': [[0, 65]], '8': [[0, 65]], '9': [[0, 65]], '10': [[0, 65]], '11': [[0, 65]]}",66,66,ovis,train
0e4aeed9,"{'1': [[0, 32]], '2': [[0, 32]], '3': [[0, 32]], '4': [[0, 32]], '5': [[0, 32]], '6': [[0, 32]]}",33,33,ovis,train
0f685e01,"{'1': [[0, 33]], '2': [[0, 33]]}",34,34,ovis,train
001ca3cb,"{'1': [[0, 35]], '2': [[0, 35]], '3': [[0, 35]], '4': [[0, 35]], '5': [[0, 35]], '6': [[0, 35]]}",36,36,ovis,train
1a6a731f,"{'1': [[2, 7], [11, 16]], '2': [[0, 13], [22, 26]], '3': [[9, 19]], '4': [[0, 14], [22, 26]]}",27,27,ovis,train
1b7eada8,"{'1': [[0, 39]], '2': [[0, 39]], '3': [[0, 39]]}",40,40,ovis,train
1b8bb699,"{'1': [[6, 45]], '2': [[6, 45]], '3': [[0, 45]], '4': [[0, 45]]}",46,46,ovis,train
1c6fb814,"{'1': [[0, 59]], '2': [[0, 59]]}",60,60,ovis,train
1d7a23e0,"{'1': [[0, 125]], '2': [[0, 125]], '3': [[0, 125]], '4': [[0, 125]], '5': [[0, 125]], '6': [[0, 125]], '7': [[0, 125]], '8': [[0, 125]], '9': [[0, 125]], '10': [[0, 125]], '11': [[0, 125]], '12': [[0, 125]]}",126,126,ovis,train
1dba51af,"{'1': [[0, 15], [25, 28], [36, 39]], '2': [[0, 47]], '3': [[0, 47]], '4': [[0, 47]], '5': [[0, 47]]}",48,48,ovis,train
1dc0c9a0,"{'1': [[0, 24]], '2': [[0, 24]], '3': [[0, 24]], '4': [[0, 24]], '5': [[0, 24]], '6': [[0, 24]], '7': [[0, 24]], '8': [[0, 24]]}",25,25,ovis,train
1dc12eca,"{'1': [[0, 34], [40, 48], [55, 83]], '2': [[0, 6], [10, 74], [81, 83]], '3': [[0, 48], [56, 83]], '4': [[0, 26], [31, 33], [40, 83]], '5': [[0, 19], [23, 66], [76, 83]], '6': [[0, 12], [14, 24], [36, 45], [47, 50], [54, 56], [61, 76], [80, 83]], '7': [[9, 50], [62, 71], [77, 83]]}",84,84,ovis,train
1e75004d,"{'1': [[0, 12], [22, 70]], '2': [[34, 70]], '3': [[0, 10], [14, 17], [40, 70]], '4': [[23, 28], [34, 70]], '5': [[28, 58]], '6': [[27, 62]], '7': [[0, 7], [31, 63]]}",71,71,ovis,train
1eac1aff,"{'1': [[0, 29]], '2': [[0, 29]]}",30,30,ovis,train
1f805416,"{'1': [[0, 72]], '2': [[0, 72]], '3': [[0, 72]], '4': [[0, 22], [32, 43]], '5': [[0, 72]]}",73,73,ovis,train
1fb378d9,"{'1': [[0, 65]], '2': [[0, 65]], '3': [[0, 65]], '4': [[0, 65]], '5': [[0, 65]], '6': [[0, 65]], '7': [[0, 65]], '8': [[0, 65]]}",66,66,ovis,train
1fc0e6a8,"{'1': [[0, 44]], '2': [[0, 44]], '3': [[0, 44]], '4': [[0, 9], [14, 21], [30, 44]], '5': [[10, 44]], '7': [[0, 44]], '6': [[38, 44]]}",45,45,ovis,train
1fc5e086,"{'1': [[0, 30], [34, 45]], '2': [[0, 44], [51, 53]], '3': [[0, 53]]}",54,54,ovis,train
02b72b8d,"{'1': [[0, 66]], '2': [[0, 66]], '3': [[0, 66]], '4': [[0, 66]], '5': [[0, 66]], '6': [[0, 66]]}",67,67,ovis,train
02deca50,"{'1': [[0, 54]], '2': [[0, 54]], '3': [[0, 54]], '4': [[0, 54]], '5': [[0, 54]]}",55,55,ovis,train
2a2745e5,"{'1': [[0, 39]], '2': [[0, 39]], '3': [[0, 39]], '4': [[0, 39]], '5': [[0, 39]], '6': [[0, 39]], '7': [[0, 39]], '8': [[0, 39]], '9': [[0, 39]], '10': [[0, 39]], '11': [[0, 39]]}",40,40,ovis,train
2bd4e845,"{'7': [[0, 58]], '1': [[0, 69]], '2': [[0, 69]], '3': [[0, 69]], '4': [[0, 69]], '5': [[0, 69]], '6': [[0, 69]]}",70,70,ovis,train
2cd705a9,"{'1': [[0, 47]], '2': [[0, 47]], '3': [[0, 47]], '4': [[0, 47]], '5': [[0, 47]], '6': [[0, 47]], '7': [[0, 47]], '8': [[0, 47]]}",48,48,ovis,train
2d22d3be,"{'1': [[0, 5], [7, 12], [14, 38], [39, 43], [44, 47]], '2': [[0, 10], [11, 15], [16, 21], [23, 28], [29, 39], [40, 47]], '3': [[1, 10], [11, 31], [33, 36], [39, 40], [41, 44], [46, 47]], '4': [[0, 4], [5, 12], [14, 18], [19, 22], [23, 28], [31, 36], [37, 41], [42, 46]]}",48,48,ovis,train
2da12766,"{'4': [[0, 44]], '7': [[0, 44]], '6': [[0, 44]], '1': [[0, 14], [17, 29], [39, 44]], '2': [[0, 5], [18, 44]], '3': [[0, 10], [24, 44]], '5': [[9, 17], [21, 44]]}",45,45,ovis,train
2e92a7dc,"{'2': [[37, 40]], '1': [[0, 3], [4, 8], [20, 23], [29, 34]], '3': [[0, 40]], '4': [[0, 3], [6, 9], [11, 14], [17, 22], [25, 28], [32, 40]]}",41,41,ovis,train
2f5fb2a3,"{'1': [[0, 25]], '2': [[0, 2], [6, 17], [22, 25]]}",26,26,ovis,train
2fa9c523,"{'4': [[0, 51]], '5': [[0, 51]], '6': [[0, 51]], '1': [[18, 41], [49, 51]], '2': [[0, 13], [17, 26], [31, 51]], '3': [[0, 22], [26, 51]]}",52,52,ovis,train
2fb5a55b,"{'1': [[0, 83]], '2': [[0, 83]], '3': [[0, 83]], '4': [[0, 83]], '5': [[0, 83]], '6': [[0, 83]], '7': [[0, 83]], '8': [[0, 83]], '9': [[0, 83]], '10': [[0, 83]], '11': [[0, 83]], '12': [[0, 83]], '13': [[0, 83]], '14': [[0, 83]], '15': [[0, 83]], '16': [[0, 83]]}",84,84,ovis,train
03c21af7,"{'1': [[0, 35]], '2': [[0, 35]], '3': [[0, 35]], '4': [[0, 35]]}",36,36,ovis,train
03c99e83,"{'1': [[0, 35]], '2': [[0, 35]], '3': [[0, 35]], '4': [[0, 35]]}",36,36,ovis,train
3a6e6ace,"{'2': [[0, 174]], '1': [[0, 46], [53, 61], [64, 157]], '3': [[2, 8], [36, 41], [56, 61], [64, 69], [71, 75], [83, 105], [109, 120], [124, 126], [128, 160], [164, 174]], '4': [[6, 20], [26, 111], [164, 174]], '5': [[25, 45], [49, 59], [63, 77], [82, 87], [90, 93], [104, 111], [152, 156]]}",175,175,ovis,train
3a407bd9,"{'1': [[0, 29]], '2': [[0, 29]], '3': [[0, 29]], '4': [[0, 29]], '5': [[0, 29]], '6': [[0, 29]]}",30,30,ovis,train
3a670b81,"{'1': [[25, 41]], '2': [[0, 53]], '3': [[33, 53]], '4': [[0, 53]], '5': [[0, 53]], '6': [[0, 53]], '8': [[0, 53]], '7': [[0, 53]], '9': [[0, 53]]}",54,54,ovis,train
3aab2d13,"{'1': [[0, 37]], '2': [[0, 37]], '3': [[0, 37]], '4': [[0, 3], [6, 37]]}",38,38,ovis,train
3b1a4616,"{'1': [[0, 39]], '2': [[0, 39]], '3': [[0, 39]], '4': [[0, 39]], '5': [[0, 39]], '6': [[0, 39]], '7': [[0, 39]], '8': [[0, 39]]}",40,40,ovis,train
3b19c5c3,"{'1': [[0, 72]], '2': [[0, 72]], '3': [[0, 72]], '4': [[0, 72]], '5': [[0, 72]], '6': [[0, 72]]}",73,73,ovis,train
3b97c07b,"{'1': [[0, 52]], '2': [[0, 52]]}",53,53,ovis,train
3bd7facd,"{'1': [[0, 54]]}",55,55,ovis,train
3c87888e,"{'1': [[0, 29]], '3': [[0, 29]], '2': [[0, 19], [23, 25]]}",30,30,ovis,train
3d08dadd,"{'1': [[0, 29]], '2': [[0, 29]], '3': [[0, 29]], '4': [[0, 29]], '5': [[0, 29]], '6': [[0, 29]], '7': [[0, 29]], '8': [[0, 29]], '9': [[0, 29]], '10': [[0, 29]]}",30,30,ovis,train
3d9a7023,"{'1': [[0, 28]], '2': [[0, 28]], '3': [[0, 9]]}",29,29,ovis,train
3f003746,"{'1': [[0, 29]], '2': [[0, 29]], '3': [[0, 29]], '4': [[0, 29]], '5': [[0, 29]], '6': [[0, 29]], '7': [[0, 29]], '8': [[0, 29]], '9': [[0, 29]], '10': [[0, 29]], '11': [[0, 29]], '12': [[0, 29]], '13': [[0, 29]], '14': [[0, 29]], '15': [[0, 29]], '16': [[0, 29]]}",30,30,ovis,train
04ae7a6b,"{'1': [[0, 71]], '2': [[0, 71]]}",72,72,ovis,train
4a6fb202,"{'1': [[0, 16], [20, 61]], '2': [[0, 9], [18, 77]], '3': [[0, 77]], '4': [[0, 77]], '5': [[0, 77]], '6': [[0, 77]]}",78,78,ovis,train
4a41cbf8,"{'1': [[0, 65]], '2': [[0, 65]], '3': [[0, 65]], '4': [[0, 65]], '5': [[0, 65]]}",66,66,ovis,train
4b96b2c8,"{'1': [[0, 36]], '2': [[0, 36]], '3': [[0, 36]]}",37,37,ovis,train
4c42c747,"{'1': [[0, 10], [16, 25], [31, 57]], '2': [[0, 30], [38, 57]], '3': [[23, 41], [49, 57]]}",58,58,ovis,train
4c94e4f3,"{'1': [[0, 58]], '3': [[0, 58]], '5': [[0, 58]], '6': [[0, 58]], '7': [[0, 58]], '2': [[0, 58]], '4': [[17, 58]], '8': [[0, 58]]}",59,59,ovis,train
4d8baafe,"{'1': [[0, 122]], '2': [[0, 122]]}",123,123,ovis,train
4e016d5a,"{'1': [[0, 71]], '2': [[0, 71]]}",72,72,ovis,train
4f5db794,"{'3': [[0, 34]], '1': [[0, 34]], '2': [[5, 14], [26, 34]]}",35,35,ovis,train
4fa6d325,"{'1': [[0, 42]]}",43,43,ovis,train
4fa342f5,"{'1': [[0, 18]], '2': [[0, 44]], '3': [[0, 44]], '4': [[13, 18], [32, 38]], '5': [[0, 44]], '6': [[34, 42]]}",45,45,ovis,train
05ed1023,"{'1': [[0, 72]], '2': [[0, 72]], '3': [[0, 72]], '4': [[0, 72]]}",73,73,ovis,train
5a92a0c1,"{'1': [[0, 47]], '2': [[0, 47]], '3': [[0, 47]]}",48,48,ovis,train
5a064706,"{'2': [[0, 114]], '1': [[0, 103], [110, 114]], '3': [[0, 114]], '4': [[25, 114]], '5': [[0, 114]], '6': [[0, 114]]}",115,115,ovis,train
5ba84e3f,"{'1': [[0, 76]], '2': [[0, 20], [27, 76]], '3': [[0, 76]]}",77,77,ovis,train
5d24e4ea,"{'1': [[0, 34]], '2': [[0, 34]]}",35,35,ovis,train
5df8490d,"{'1': [[0, 60]], '2': [[0, 64]], '3': [[0, 64]], '4': [[0, 64]]}",65,65,ovis,train
5e9412c0,"{'1': [[0, 54]], '2': [[0, 54]], '3': [[0, 54]], '4': [[0, 54]], '5': [[0, 54]], '6': [[0, 54]], '7': [[0, 54]], '8': [[0, 54]], '9': [[0, 54]]}",55,55,ovis,train
5ebef6bd,"{'1': [[0, 35], [47, 115], [120, 299]], '6': [[0, 35], [47, 115], [120, 299]], '4': [[0, 35], [47, 299]], '3': [[0, 115], [120, 299]], '2': [[20, 35], [47, 115], [120, 299]], '5': [[20, 35], [47, 115], [119, 299]]}",300,300,ovis,train
5f3e8022,"{'1': [[0, 40]], '2': [[0, 40]], '3': [[0, 40]], '4': [[0, 40]]}",41,41,ovis,train
5fbff256,"{'1': [[15, 34], [52, 90]], '2': [[0, 90]], '3': [[0, 90]], '4': [[0, 8], [25, 46], [78, 90]]}",91,91,ovis,train
06ea172e,"{'1': [[0, 39]], '2': [[0, 39]], '3': [[0, 39]], '4': [[0, 39]], '5': [[0, 39]], '6': [[0, 39]], '7': [[0, 39]], '8': [[0, 39]], '9': [[0, 39]], '10': [[0, 39]], '11': [[0, 39]], '12': [[0, 39]]}",40,40,ovis,train
6a3bc149,"{'1': [[0, 24]], '2': [[0, 24]], '3': [[0, 24]], '4': [[0, 24]], '5': [[0, 24]]}",25,25,ovis,train
6a6e0e3b,"{'1': [[0, 31]], '3': [[0, 40]], '4': [[0, 40]], '5': [[0, 40]], '2': [[0, 31]]}",41,41,ovis,train
6acd353f,"{'1': [[0, 34]], '2': [[0, 34]], '3': [[0, 34]], '4': [[0, 34]]}",35,35,ovis,train
6ad44b86,"{'1': [[0, 31], [66, 89], [118, 139]], '2': [[0, 37]], '3': [[0, 24]], '4': [[0, 26], [65, 74], [133, 139]], '5': [[0, 139]], '6': [[0, 27], [31, 90], [109, 139]]}",140,140,ovis,train
6adad2f7,"{'2': [[0, 51]], '1': [[6, 65]], '3': [[0, 65]], '4': [[0, 65]]}",66,66,ovis,train
6c736334,"{'1': [[0, 30]], '2': [[0, 30]]}",31,31,ovis,train
6da17988,"{'1': [[0, 59]], '2': [[0, 59]], '3': [[0, 59]], '4': [[0, 59]], '5': [[0, 59]], '6': [[0, 59]], '7': [[0, 59]], '8': [[0, 59]], '9': [[0, 59]]}",60,60,ovis,train
6e7f9437,"{'1': [[0, 29]], '2': [[0, 29]]}",30,30,ovis,train
6f1df574,"{'1': [[0, 36]], '2': [[0, 36]], '3': [[0, 36]]}",37,37,ovis,train
07b5d86c,"{'1': [[0, 73]], '2': [[0, 73]], '3': [[0, 73]], '4': [[0, 73]], '5': [[0, 73]], '6': [[0, 73]], '7': [[0, 73]], '8': [[0, 73]], '9': [[0, 73]], '10': [[0, 73]], '11': [[0, 73]]}",74,74,ovis,train
7a6aa1ef,"{'1': [[0, 24]], '2': [[0, 24]]}",25,25,ovis,train
7a056996,"{'1': [[0, 23], [38, 45]], '2': [[0, 24], [36, 39], [45, 62]], '3': [[7, 34], [48, 62]], '4': [[0, 62]], '5': [[18, 35], [43, 62]]}",63,63,ovis,train
7b75dace,"{'1': [[0, 89]], '2': [[0, 89]], '3': [[0, 89]], '4': [[0, 89]]}",90,90,ovis,train
7bc95dc2,"{'1': [[0, 37], [40, 48]], '2': [[0, 48]], '3': [[6, 10], [13, 22], [27, 31], [36, 48]], '4': [[0, 15], [24, 48]]}",49,49,ovis,train
7bd70d93,"{'1': [[3, 40]], '2': [[4, 38]]}",41,41,ovis,train
7bfe9b57,"{'1': [[0, 41]], '2': [[0, 11], [14, 41]], '3': [[0, 4], [10, 41]], '4': [[4, 41]], '5': [[0, 13], [22, 41]], '6': [[0, 9], [19, 41]], '7': [[0, 41]]}",42,42,ovis,train
7c6d3504,"{'1': [[0, 69]], '2': [[0, 69]], '3': [[0, 69]], '4': [[0, 69]]}",70,70,ovis,train
7c78e351,"{'1': [[0, 65]], '2': [[0, 46], [53, 65]], '3': [[0, 65]], '4': [[0, 65]], '5': [[0, 40], [58, 65]]}",66,66,ovis,train
7c5462f5,"{'1': [[0, 32]], '2': [[0, 32]]}",33,33,ovis,train
7e709e2d,"{'2': [[0, 131]], '1': [[0, 12], [16, 116], [124, 131]]}",132,132,ovis,train
7edd8b4f,"{'1': [[0, 71]], '2': [[0, 71]], '3': [[53, 71]], '4': [[0, 71]], '5': [[0, 71]]}",72,72,ovis,train
7f54c579,"{'1': [[0, 47]], '2': [[0, 47]]}",48,48,ovis,train
7fe2bf77,"{'1': [[0, 60]], '2': [[0, 60]], '3': [[8, 48], [58, 60]], '4': [[10, 60]], '5': [[10, 60]], '6': [[0, 60]], '7': [[0, 60]], '8': [[46, 58]]}",61,61,ovis,train
8c8b7913,"{'1': [[0, 66]], '2': [[0, 66]], '3': [[0, 20], [48, 66]], '4': [[0, 66]], '5': [[0, 66]], '6': [[0, 66]], '8': [[0, 66]], '7': [[34, 48]]}",67,67,ovis,train
8c494902,"{'1': [[0, 39]], '2': [[0, 39]], '3': [[0, 39]], '4': [[0, 39]], '5': [[0, 39]], '6': [[0, 39]], '7': [[0, 39]]}",40,40,ovis,train
8cf49218,"{'2': [[5, 24]], '1': [[0, 24]]}",25,25,ovis,train
8d016cdb,"{'1': [[0, 64]], '2': [[0, 64]]}",65,65,ovis,train
8ef55579,"{'1': [[4, 41]], '2': [[10, 16], [21, 41]], '3': [[0, 3], [10, 41]], '4': [[2, 41]], '5': [[0, 13], [21, 41]], '6': [[37, 41]], '7': [[29, 41]]}",42,42,ovis,train
8f415dd1,"{'1': [[0, 17]], '2': [[0, 17]]}",18,18,ovis,train
8f969ea5,"{'1': [[0, 89]], '2': [[0, 89]]}",90,90,ovis,train
9a4ce701,"{'1': [[0, 23], [28, 66], [73, 94]], '2': [[0, 23], [27, 66], [72, 94]], '3': [[0, 6], [12, 17], [31, 55], [60, 63], [74, 94]]}",95,95,ovis,train
9b5f0f47,"{'1': [[0, 56]], '2': [[0, 56]], '3': [[0, 56]], '4': [[0, 56]], '5': [[0, 56]], '6': [[0, 56]]}",57,57,ovis,train
9bdabdb2,"{'1': [[0, 33], [38, 71]], '2': [[0, 71]], '3': [[0, 18], [38, 65], [70, 71]]}",72,72,ovis,train
9d5940d2,"{'1': [[0, 29]], '2': [[0, 29]], '3': [[0, 29]]}",30,30,ovis,train
9f2323ac,"{'1': [[0, 24]], '2': [[0, 24]]}",25,25,ovis,train
9fc933f6,"{'1': [[0, 56], [63, 71]], '2': [[0, 52], [67, 71]], '3': [[0, 71]], '4': [[40, 48]]}",72,72,ovis,train
9ffb2818,"{'1': [[0, 125]], '2': [[0, 2], [5, 8], [10, 36], [40, 125]], '3': [[0, 125]], '4': [[0, 125]], '5': [[0, 125]], '6': [[0, 14], [19, 44], [48, 51], [58, 62], [66, 69], [80, 103], [114, 125]]}",126,126,ovis,train
11e16068,"{'1': [[0, 66]], '2': [[0, 66]], '3': [[29, 66]]}",67,67,ovis,train
15e7e4d1,"{'1': [[0, 60]], '2': [[0, 60]]}",61,61,ovis,train
18ad3117,"{'1': [[4, 72]], '2': [[4, 13], [18, 35], [47, 54], [63, 79]], '3': [[0, 39]], '4': [[6, 45], [75, 79]], '5': [[0, 79]], '6': [[0, 79]], '7': [[0, 63], [71, 79]], '8': [[0, 79]]}",80,80,ovis,train
22e1f53c,"{'1': [[0, 6], [12, 38]], '2': [[0, 34], [41, 45]], '3': [[0, 12], [32, 59]], '4': [[0, 9], [23, 47]]}",60,60,ovis,train
25ef7d43,"{'1': [[0, 53]], '2': [[1, 53]], '3': [[0, 29], [35, 53]], '4': [[0, 53]], '5': [[0, 53]], '6': [[0, 53]]}",54,54,ovis,train
028f6f64,"{'1': [[0, 35]], '3': [[0, 15], [29, 35]], '2': [[0, 25], [29, 35]]}",36,36,ovis,train
29a6ddc2,"{'1': [[12, 24]], '2': [[0, 24]], '3': [[3, 24]], '5': [[0, 24]], '4': [[6, 24]]}",25,25,ovis,train
31ac3d98,"{'1': [[0, 47]], '2': [[0, 47]]}",48,48,ovis,train
31af515d,"{'1': [[5, 40]], '2': [[0, 40]]}",41,41,ovis,train
31b09833,"{'1': [[0, 44]], '2': [[0, 44]], '3': [[0, 44]], '4': [[0, 44]], '5': [[0, 44]], '6': [[0, 44]]}",45,45,ovis,train
32ecef67,"{'1': [[0, 69]], '2': [[0, 55], [64, 69]], '3': [[0, 69]], '4': [[13, 41]]}",70,70,ovis,train
34ccea00,"{'1': [[0, 83]], '2': [[0, 16], [35, 83]], '4': [[0, 38], [48, 83]], '3': [[0, 5], [11, 35], [76, 83]]}",84,84,ovis,train
36dcb93f,"{'1': [[0, 60]], '2': [[0, 60]], '3': [[0, 60]]}",61,61,ovis,train
37bf7edf,"{'1': [[0, 89]], '2': [[0, 89]], '3': [[0, 89]], '4': [[0, 89]], '5': [[0, 89]], '6': [[0, 89]], '7': [[0, 89]], '8': [[0, 89]], '9': [[0, 89]]}",90,90,ovis,train
41dae436,"{'1': [[0, 44]], '2': [[0, 44]]}",45,45,ovis,train
42ff84a5,"{'1': [[0, 39]], '2': [[8, 26], [33, 37]], '3': [[0, 39]], '4': [[2, 39]], '5': [[0, 7], [12, 23]], '6': [[0, 39]]}",40,40,ovis,train
